issued_year,issn,articles,oa,scopus_asjc_code_sub_subject_area,scopus_sub_subject_area,percentile,snip,sjr,top_level_code,description,subject_area
2018,0025-5408,662,1,2211,Mechanics of Materials,90,0.957,0.824,22,Engineering,Physical Sciences
2018,0025-5408,662,1,3104,Condensed Matter Physics,89,0.957,0.824,31,Physics and Astronomy,Physical Sciences
2018,0025-5408,662,1,2210,Mechanical Engineering,91,0.957,0.824,22,Engineering,Physical Sciences
2018,0025-5408,662,1,2500,General Materials Science,84,0.957,0.824,25,Materials Science,Physical Sciences
2018,0025-7125,126,0,2700,General Medicine,94,1.317,0.922,27,Medicine,Health Sciences
2018,0029-8018,913,22,2212,Ocean Engineering,87,2.21,1.281,22,Engineering,Physical Sciences
2018,0029-8018,913,22,2305,Environmental Engineering,76,2.21,1.281,23,Environmental Science,Physical Sciences
2018,0030-4018,1014,8,1606,Physical and Theoretical Chemistry,62,0.994,0.698,16,Chemistry,Physical Sciences
2018,0030-4018,1014,8,3107,"Atomic and Molecular Physics, and Optics",68,0.994,0.698,31,Physics and Astronomy,Physical Sciences
2018,0030-4018,1014,8,2504,"Electronic, Optical and Magnetic Materials",70,0.994,0.698,25,Materials Science,Physical Sciences
2018,0030-4018,1014,8,2208,Electrical and Electronic Engineering,72,0.994,0.698,22,Engineering,Physical Sciences
2018,0030-4026,1763,2,2504,"Electronic, Optical and Magnetic Materials",67,0.896,0.475,25,Materials Science,Physical Sciences
2018,0030-4026,1763,2,2208,Electrical and Electronic Engineering,68,0.896,0.475,22,Engineering,Physical Sciences
2018,0030-4026,1763,2,3107,"Atomic and Molecular Physics, and Optics",64,0.896,0.475,31,Physics and Astronomy,Physical Sciences
2018,0031-0182,452,3,1911,Paleontology,95,1.232,1.335,19,Earth and Planetary Sciences,Physical Sciences
2018,0031-0182,452,3,1904,Earth-Surface Processes,86,1.232,1.335,19,Earth and Planetary Sciences,Physical Sciences
2018,0031-0182,452,3,1105,"Ecology, Evolution, Behavior and Systematics",86,1.232,1.335,11,Agricultural and Biological Sciences,Life Sciences
2018,0031-0182,452,3,1910,Oceanography,86,1.232,1.335,19,Earth and Planetary Sciences,Physical Sciences
2018,0032-0633,201,18,3103,Astronomy and Astrophysics,56,0.909,0.773,31,Physics and Astronomy,Physical Sciences
2018,0032-0633,201,18,1912,Space and Planetary Science,53,0.909,0.773,19,Earth and Planetary Sciences,Physical Sciences
2018,0032-3861,967,8,2507,Polymers and Plastics,92,1.255,1.016,25,Materials Science,Physical Sciences
2018,0032-3861,967,8,1605,Organic Chemistry,85,1.255,1.016,16,Chemistry,Physical Sciences
2018,0032-3861,967,8,2505,Materials Chemistry,91,1.255,1.016,25,Materials Science,Physical Sciences
2018,0032-5910,915,15,1500,General Chemical Engineering,87,1.794,0.998,15,Chemical Engineering,Physical Sciences
2018,0033-0620,101,3,2705,Cardiology and Cardiovascular Medicine,94,1.791,2.075,27,Medicine,Health Sciences
2018,0034-4257,518,68,1111,Soil Science,99,3.225,3.541,11,Agricultural and Biological Sciences,Life Sciences
2018,0034-4257,518,68,1907,Geology,99,3.225,3.541,19,Earth and Planetary Sciences,Physical Sciences
2018,0034-4257,518,68,1903,Computers in Earth Sciences,98,3.225,3.541,19,Earth and Planetary Sciences,Physical Sciences
2018,0038-0717,361,15,2404,Microbiology,89,1.937,2.63,24,Immunology and Microbiology,Life Sciences
2018,0038-0717,361,15,1111,Soil Science,98,1.937,2.63,11,Agricultural and Biological Sciences,Life Sciences
2018,0038-092X,1063,29,2500,General Materials Science,88,1.651,1.537,25,Materials Science,Physical Sciences
2018,0038-092X,1063,29,2105,"Renewable Energy, Sustainability and the Environment",84,1.651,1.537,21,Energy,Physical Sciences
2018,0039-6257,81,3,2731,Ophthalmology,94,2.649,2.002,27,Medicine,Health Sciences
2018,0039-9140,1179,15,1602,Analytical Chemistry,90,1.299,1.178,16,Chemistry,Physical Sciences
2018,0040-4039,1109,7,3002,Drug Discovery,63,0.64,0.582,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2018,0040-4039,1109,7,1605,Organic Chemistry,66,0.64,0.582,16,Chemistry,Physical Sciences
2018,0040-4039,1109,7,1303,Biochemistry,53,0.64,0.582,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0040-6090,654,11,3110,Surfaces and Interfaces,58,0.866,0.513,31,Physics and Astronomy,Physical Sciences
2018,0040-6090,654,11,2508,"Surfaces, Coatings and Films",68,0.866,0.513,25,Materials Science,Physical Sciences
2018,0040-6090,654,11,2504,"Electronic, Optical and Magnetic Materials",64,0.866,0.513,25,Materials Science,Physical Sciences
2018,0040-6090,654,11,2505,Materials Chemistry,71,0.866,0.513,25,Materials Science,Physical Sciences
2018,0040-6090,654,11,2506,Metals and Alloys,81,0.866,0.513,25,Materials Science,Physical Sciences
2018,0044-8486,665,17,1104,Aquatic Science,86,1.501,1.037,11,Agricultural and Biological Sciences,Life Sciences
2018,0045-6535,2181,42,2305,Environmental Engineering,94,1.635,1.53,23,Environmental Science,Physical Sciences
2018,0045-6535,2181,42,2310,Pollution,90,1.635,1.53,23,Environmental Science,Physical Sciences
2018,0045-6535,2181,42,2304,Environmental Chemistry,87,1.635,1.53,23,Environmental Science,Physical Sciences
2018,0045-6535,2181,42,2307,"Health, Toxicology and Mutagenesis",88,1.635,1.53,23,Environmental Science,Physical Sciences
2018,0045-6535,2181,42,1600,General Chemistry,89,1.635,1.53,16,Chemistry,Physical Sciences
2018,0048-9697,4307,202,2305,Environmental Engineering,92,1.977,1.661,23,Environmental Science,Physical Sciences
2018,0048-9697,4307,202,2310,Pollution,89,1.977,1.661,23,Environmental Science,Physical Sciences
2018,0048-9697,4307,202,2311,Waste Management and Disposal,90,1.977,1.661,23,Environmental Science,Physical Sciences
2018,0048-9697,4307,202,2304,Environmental Chemistry,85,1.977,1.661,23,Environmental Science,Physical Sciences
2018,0085-2538,441,30,2727,Nephrology,94,2.655,3.425,27,Medicine,Health Sciences
2018,0090-4295,721,8,2748,Urology,65,0.968,0.854,27,Medicine,Health Sciences
2018,0091-6749,1701,76,2723,Immunology and Allergy,94,2.219,3.7,27,Medicine,Health Sciences
2018,0091-6749,1701,76,2403,Immunology,93,2.219,3.7,24,Immunology and Microbiology,Life Sciences
2018,0095-0696,134,10,2002,Economics and Econometrics,91,1.977,2.393,20,"Economics, Econometrics and Finance",Social Sciences
2018,0095-0696,134,10,2308,"Management, Monitoring, Policy and Law",86,1.977,2.393,23,Environmental Science,Physical Sciences
2018,0095-8956,59,0,1703,Computational Theory and Mathematics,56,2.261,2.272,17,Computer Science,Physical Sciences
2018,0095-8956,59,0,2614,Theoretical Computer Science,46,2.261,2.272,26,Mathematics,Physical Sciences
2018,0095-8956,59,0,2607,Discrete Mathematics and Combinatorics,85,2.261,2.272,26,Mathematics,Physical Sciences
2018,0096-3003,856,5,2605,Computational Mathematics,91,1.766,0.969,26,Mathematics,Physical Sciences
2018,0096-3003,856,5,2604,Applied Mathematics,94,1.766,0.969,26,Mathematics,Physical Sciences
2018,0109-5641,493,7,3500,General Dentistry,98,2.194,1.852,35,Dentistry,Health Sciences
2018,0109-5641,493,7,2500,General Materials Science,88,2.194,1.852,25,Materials Science,Physical Sciences
2018,0109-5641,493,7,2211,Mechanics of Materials,94,2.194,1.852,22,Engineering,Physical Sciences
2018,0140-6736,1659,126,2700,General Medicine,99,21.313,14.554,27,Medicine,Health Sciences
2018,0141-6359,206,8,2200,General Engineering,92,2.054,1.226,22,Engineering,Physical Sciences
2018,0141-8130,2565,10,1312,Molecular Biology,73,1.449,0.972,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0141-8130,2565,10,2002,Economics and Econometrics,93,1.449,0.972,20,"Economics, Econometrics and Finance",Social Sciences
2018,0141-8130,2565,10,2100,General Energy,83,1.449,0.972,21,Energy,Physical Sciences
2018,0141-8130,2565,10,1315,Structural Biology,80,1.449,0.972,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0141-8130,2565,10,1303,Biochemistry,81,1.449,0.972,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0142-694X,53,7,2216,Architecture,99,2.489,1.104,22,Engineering,Physical Sciences
2018,0142-694X,53,7,1201,Arts and Humanities (miscellaneous),95,2.489,1.104,12,Arts and Humanities,Social Sciences
2018,0142-694X,53,7,1706,Computer Science Applications,82,2.489,1.104,17,Computer Science,Physical Sciences
2018,0142-694X,53,7,1702,Artificial Intelligence,75,2.489,1.104,17,Computer Science,Physical Sciences
2018,0142-694X,53,7,2200,General Engineering,93,2.489,1.104,22,Engineering,Physical Sciences
2018,0142-694X,53,7,3300,General Social Sciences,97,2.489,1.104,33,Social Sciences,Social Sciences
2018,0144-8617,1297,15,2507,Polymers and Plastics,97,1.946,1.514,25,Materials Science,Physical Sciences
2018,0144-8617,1297,15,1605,Organic Chemistry,96,1.946,1.514,16,Chemistry,Physical Sciences
2018,0144-8617,1297,15,2505,Materials Chemistry,95,1.946,1.514,25,Materials Science,Physical Sciences
2018,0147-6513,1200,9,2739,"Public Health, Environmental and Occupational Health",93,1.458,1.178,27,Medicine,Health Sciences
2018,0147-6513,1200,9,2310,Pollution,82,1.458,1.178,23,Environmental Science,Physical Sciences
2018,0147-6513,1200,9,2307,"Health, Toxicology and Mutagenesis",81,1.458,1.178,23,Environmental Science,Physical Sciences
2018,0149-7634,282,47,2802,Behavioral Neuroscience,99,2.686,3.672,28,Neuroscience,Life Sciences
2018,0149-7634,282,47,3206,Neuropsychology and Physiological Psychology,97,2.686,3.672,32,Psychology,Social Sciences
2018,0149-7634,282,47,2805,Cognitive Neuroscience,98,2.686,3.672,28,Neuroscience,Life Sciences
2018,0160-7383,95,1,3303,Development,97,2.564,2.228,33,Social Sciences,Social Sciences
2018,0160-7383,95,1,1409,"Tourism, Leisure and Hospitality Management",92,2.564,2.228,14,"Business, Management and Accounting",Social Sciences
2018,0163-8343,110,3,2738,Psychiatry and Mental Health,83,1.494,1.43,27,Medicine,Health Sciences
2018,0165-0327,931,34,2738,Psychiatry and Mental Health,90,1.673,1.945,27,Medicine,Health Sciences
2018,0165-0327,931,34,3203,Clinical Psychology,93,1.673,1.945,32,Psychology,Social Sciences
2018,0165-1765,429,9,2002,Economics and Econometrics,62,1.075,0.864,20,"Economics, Econometrics and Finance",Social Sciences
2018,0165-1765,429,9,2003,Finance,66,1.075,0.864,20,"Economics, Econometrics and Finance",Social Sciences
2018,0165-1781,1035,25,2738,Psychiatry and Mental Health,69,0.968,1.019,27,Medicine,Health Sciences
2018,0165-1781,1035,25,2803,Biological Psychiatry,35,0.968,1.019,28,Neuroscience,Life Sciences
2018,0165-232X,209,8,1909,Geotechnical Engineering and Engineering Geology,81,1.679,0.924,19,Earth and Planetary Sciences,Physical Sciences
2018,0165-232X,209,8,1900,General Earth and Planetary Sciences,86,1.679,0.924,19,Earth and Planetary Sciences,Physical Sciences
2018,0165-5876,468,3,2735,"Pediatrics, Perinatology and Child Health",57,1.067,0.668,27,Medicine,Health Sciences
2018,0165-5876,468,3,2733,Otorhinolaryngology,58,1.067,0.668,27,Medicine,Health Sciences
2018,0165-7836,283,12,1104,Aquatic Science,76,1.151,1.02,11,Agricultural and Biological Sciences,Life Sciences
2018,0166-0934,196,19,2406,Virology,37,0.736,0.73,24,Immunology and Microbiology,Life Sciences
2018,0166-4328,461,29,2802,Behavioral Neuroscience,76,0.901,1.179,28,Neuroscience,Life Sciences
2018,0167-1987,204,5,1102,Agronomy and Crop Science,97,2.511,1.791,11,Agricultural and Biological Sciences,Life Sciences
2018,0167-1987,204,5,1904,Earth-Surface Processes,98,2.511,1.791,19,Earth and Planetary Sciences,Physical Sciences
2018,0167-1987,204,5,1111,Soil Science,95,2.511,1.791,11,Agricultural and Biological Sciences,Life Sciences
2018,0167-4943,197,11,2717,Geriatrics and Gerontology,70,1.306,0.948,27,Medicine,Health Sciences
2018,0167-4943,197,11,3306,Health (social science),91,1.306,0.948,33,Social Sciences,Social Sciences
2018,0167-4943,197,11,1302,Aging,48,1.306,0.948,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0167-4943,197,11,2909,Gerontology,88,1.306,0.948,29,Nursing,Health Sciences
2018,0167-5273,1494,75,2705,Cardiology and Cardiovascular Medicine,80,0.925,1.082,27,Medicine,Health Sciences
2018,0167-6377,117,2,2604,Applied Mathematics,45,0.807,0.702,26,Mathematics,Physical Sciences
2018,0167-6377,117,2,1803,Management Science and Operations Research,41,0.807,0.702,18,Decision Sciences,Social Sciences
2018,0167-6377,117,2,2209,Industrial and Manufacturing Engineering,51,0.807,0.702,22,Engineering,Physical Sciences
2018,0167-6377,117,2,1712,Software,26,0.807,0.702,17,Computer Science,Physical Sciences
2018,0167-6636,141,2,2500,General Materials Science,77,1.668,1.153,25,Materials Science,Physical Sciences
2018,0167-6636,141,2,3105,Instrumentation,90,1.668,1.153,31,Physics and Astronomy,Physical Sciences
2018,0167-6636,141,2,2211,Mechanics of Materials,81,1.668,1.153,22,Engineering,Physical Sciences
2018,0167-6911,130,0,2210,Mechanical Engineering,88,1.624,1.786,22,Engineering,Physical Sciences
2018,0167-6911,130,0,1700,General Computer Science,87,1.624,1.786,17,Computer Science,Physical Sciences
2018,0167-6911,130,0,2207,Control and Systems Engineering,77,1.624,1.786,22,Engineering,Physical Sciences
2018,0167-6911,130,0,2208,Electrical and Electronic Engineering,82,1.624,1.786,22,Engineering,Physical Sciences
2018,0167-7012,253,8,1312,Molecular Biology,28,0.695,0.636,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0167-7012,253,8,2726,Microbiology (medical),49,0.695,0.636,27,Medicine,Health Sciences
2018,0167-7012,253,8,2404,Microbiology,39,0.695,0.636,24,Immunology and Microbiology,Life Sciences
2018,0167-7322,1664,6,1607,Spectroscopy,92,1.427,0.883,16,Chemistry,Physical Sciences
2018,0167-7322,1664,6,3107,"Atomic and Molecular Physics, and Optics",89,1.427,0.883,31,Physics and Astronomy,Physical Sciences
2018,0167-7322,1664,6,2504,"Electronic, Optical and Magnetic Materials",86,1.427,0.883,25,Materials Science,Physical Sciences
2018,0167-7322,1664,6,3104,Condensed Matter Physics,92,1.427,0.883,31,Physics and Astronomy,Physical Sciences
2018,0167-7322,1664,6,1606,Physical and Theoretical Chemistry,89,1.427,0.883,16,Chemistry,Physical Sciences
2018,0167-7322,1664,6,2505,Materials Chemistry,92,1.427,0.883,25,Materials Science,Physical Sciences
2018,0167-8140,346,33,2730,Oncology,85,1.664,2.003,27,Medicine,Health Sciences
2018,0167-8140,346,33,2720,Hematology,89,1.664,2.003,27,Medicine,Health Sciences
2018,0167-8140,346,33,2741,"Radiology, Nuclear Medicine and Imaging",94,1.664,2.003,27,Medicine,Health Sciences
2018,0167-8655,323,2,1711,Signal Processing,80,2.021,0.848,17,Computer Science,Physical Sciences
2018,0167-8655,323,2,1712,Software,81,2.021,0.848,17,Computer Science,Physical Sciences
2018,0167-8655,323,2,1707,Computer Vision and Pattern Recognition,80,2.021,0.848,17,Computer Science,Physical Sciences
2018,0167-8655,323,2,1702,Artificial Intelligence,78,2.021,0.848,17,Computer Science,Physical Sciences
2018,0167-8809,378,37,1102,Agronomy and Crop Science,98,1.787,1.719,11,Agricultural and Biological Sciences,Life Sciences
2018,0167-8809,378,37,1103,Animal Science and Zoology,99,1.787,1.719,11,Agricultural and Biological Sciences,Life Sciences
2018,0167-8809,378,37,2303,Ecology,94,1.787,1.719,23,Environmental Science,Physical Sciences
2018,0167-9236,117,2,1201,Arts and Humanities (miscellaneous),99,2.718,1.918,12,Arts and Humanities,Social Sciences
2018,0167-9236,117,2,1404,Management Information Systems,93,2.718,1.918,14,"Business, Management and Accounting",Social Sciences
2018,0167-9236,117,2,3204,Developmental and Educational Psychology,98,2.718,1.918,32,Psychology,Social Sciences
2018,0167-9236,117,2,1710,Information Systems,94,2.718,1.918,17,Computer Science,Physical Sciences
2018,0167-9236,117,2,1802,Information Systems and Management,91,2.718,1.918,18,Decision Sciences,Social Sciences
2018,0168-874X,84,5,2603,Analysis,97,1.427,1.119,26,Mathematics,Physical Sciences
2018,0168-874X,84,5,2200,General Engineering,90,1.427,1.119,22,Engineering,Physical Sciences
2018,0168-874X,84,5,2604,Applied Mathematics,92,1.427,1.119,26,Mathematics,Physical Sciences
2018,0168-874X,84,5,1704,Computer Graphics and Computer-Aided Design,77,1.427,1.119,17,Computer Science,Physical Sciences
2018,0169-1368,367,13,1906,Geochemistry and Petrology,84,1.639,1.428,19,Earth and Planetary Sciences,Physical Sciences
2018,0169-1368,367,13,1907,Geology,90,1.639,1.428,19,Earth and Planetary Sciences,Physical Sciences
2018,0169-1368,367,13,1905,Economic Geology,88,1.639,1.428,19,Earth and Planetary Sciences,Physical Sciences
2018,0169-2607,301,7,1706,Computer Science Applications,88,1.865,0.946,17,Computer Science,Physical Sciences
2018,0169-2607,301,7,2718,Health Informatics,95,1.865,0.946,27,Medicine,Health Sciences
2018,0169-2607,301,7,1712,Software,86,1.865,0.946,17,Computer Science,Physical Sciences
2018,0169-4332,3446,17,2508,"Surfaces, Coatings and Films",92,1.439,1.23,25,Materials Science,Physical Sciences
2018,0169-4332,3446,17,3110,Surfaces and Interfaces,89,1.439,1.23,31,Physics and Astronomy,Physical Sciences
2018,0169-4332,3446,17,3100,General Physics and Astronomy,92,1.439,1.23,31,Physics and Astronomy,Physical Sciences
2018,0169-4332,3446,17,1600,General Chemistry,89,1.439,1.23,16,Chemistry,Physical Sciences
2018,0169-4332,3446,17,3104,Condensed Matter Physics,94,1.439,1.23,31,Physics and Astronomy,Physical Sciences
2018,0169-555X,358,16,1904,Earth-Surface Processes,96,1.6,1.384,19,Earth and Planetary Sciences,Physical Sciences
2018,0188-4409,100,1,2700,General Medicine,87,0.76,0.755,27,Medicine,Health Sciences
2018,0195-6663,647,28,3200,General Psychology,93,1.554,1.341,32,Psychology,Social Sciences
2018,0195-6663,647,28,2916,Nutrition and Dietetics,84,1.554,1.341,29,Nursing,Health Sciences
2018,0196-0644,549,2,2711,Emergency Medicine,99,2.153,1.389,27,Medicine,Health Sciences
2018,0196-8904,1175,19,2105,"Renewable Energy, Sustainability and the Environment",93,2.364,2.924,21,Energy,Physical Sciences
2018,0196-8904,1175,19,2104,Nuclear Energy and Engineering,97,2.364,2.924,21,Energy,Physical Sciences
2018,0196-8904,1175,19,2102,Energy Engineering and Power Technology,97,2.364,2.924,21,Energy,Physical Sciences
2018,0196-8904,1175,19,2103,Fuel Technology,96,2.364,2.924,21,Energy,Physical Sciences
2018,0196-9781,181,9,1303,Biochemistry,64,0.849,0.878,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0196-9781,181,9,1314,Physiology,66,0.849,0.878,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0196-9781,181,9,2804,Cellular and Molecular Neuroscience,42,0.849,0.878,28,Neuroscience,Life Sciences
2018,0196-9781,181,9,1310,Endocrinology,58,0.849,0.878,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0208-5216,79,2,2204,Biomedical Engineering,73,1.392,0.597,22,Engineering,Physical Sciences
2018,0223-5234,1039,11,3004,Pharmacology,90,1.54,1.144,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2018,0223-5234,1039,11,3002,Drug Discovery,91,1.54,1.144,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2018,0223-5234,1039,11,1605,Organic Chemistry,92,1.54,1.144,16,Chemistry,Physical Sciences
2018,0254-0584,987,0,2500,General Materials Science,73,0.979,0.709,25,Materials Science,Physical Sciences
2018,0254-0584,987,0,3104,Condensed Matter Physics,77,0.979,0.709,31,Physics and Astronomy,Physical Sciences
2018,0257-8972,1015,5,2508,"Surfaces, Coatings and Films",85,1.614,0.938,25,Materials Science,Physical Sciences
2018,0257-8972,1015,5,2505,Materials Chemistry,87,1.614,0.938,25,Materials Science,Physical Sciences
2018,0257-8972,1015,5,3110,Surfaces and Interfaces,77,1.614,0.938,31,Physics and Astronomy,Physical Sciences
2018,0257-8972,1015,5,1600,General Chemistry,82,1.614,0.938,16,Chemistry,Physical Sciences
2018,0257-8972,1015,5,3104,Condensed Matter Physics,84,1.614,0.938,31,Physics and Astronomy,Physical Sciences
2018,0260-6917,374,8,2900,General Nursing,95,1.81,1.178,29,Nursing,Health Sciences
2018,0260-6917,374,8,3304,Education,93,1.81,1.178,33,Social Sciences,Social Sciences
2018,0263-7863,88,2,1405,Management of Technology and Innovation,98,3.561,2.659,14,"Business, Management and Accounting",Social Sciences
2018,0263-7863,88,2,1403,Business and International Management,98,3.561,2.659,14,"Business, Management and Accounting",Social Sciences
2018,0263-8223,1286,12,2503,Ceramics and Composites,92,2.148,1.784,25,Materials Science,Physical Sciences
2018,0263-8223,1286,12,2205,Civil and Structural Engineering,96,2.148,1.784,22,Engineering,Physical Sciences
2018,0263-8231,508,2,2215,Building and Construction,90,1.911,1.446,22,Engineering,Physical Sciences
2018,0263-8231,508,2,2210,Mechanical Engineering,90,1.911,1.446,22,Engineering,Physical Sciences
2018,0263-8231,508,2,2205,Civil and Structural Engineering,89,1.911,1.446,22,Engineering,Physical Sciences
2018,0264-3707,77,4,1908,Geophysics,76,0.994,1.136,19,Earth and Planetary Sciences,Physical Sciences
2018,0264-3707,77,4,1904,Earth-Surface Processes,82,0.994,1.136,19,Earth and Planetary Sciences,Physical Sciences
2018,0264-8377,664,57,2309,Nature and Landscape Conservation,92,1.717,1.479,23,Environmental Science,Physical Sciences
2018,0264-8377,664,57,2308,"Management, Monitoring, Policy and Law",89,1.717,1.479,23,Environmental Science,Physical Sciences
2018,0264-8377,664,57,3305,"Geography, Planning and Development",95,1.717,1.479,33,Social Sciences,Social Sciences
2018,0264-8377,664,57,1107,Forestry,93,1.717,1.479,11,Agricultural and Biological Sciences,Life Sciences
2018,0266-352X,259,11,1706,Computer Science Applications,85,2.298,2.217,17,Computer Science,Physical Sciences
2018,0266-352X,259,11,1909,Geotechnical Engineering and Engineering Geology,93,2.298,2.217,19,Earth and Planetary Sciences,Physical Sciences
2018,0266-4356,516,2,3504,Oral Surgery,51,0.916,0.529,35,Dentistry,Health Sciences
2018,0266-4356,516,2,2733,Otorhinolaryngology,51,0.916,0.529,27,Medicine,Health Sciences
2018,0266-4356,516,2,2746,Surgery,53,0.916,0.529,27,Medicine,Health Sciences
2018,0268-0033,208,6,2732,Orthopedics and Sports Medicine,65,1.1,0.75,27,Medicine,Health Sciences
2018,0268-0033,208,6,1304,Biophysics,43,1.1,0.75,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2018,0271-5309,62,1,1203,Language and Linguistics,92,1.367,0.602,12,Arts and Humanities,Social Sciences
2018,0271-5309,62,1,3310,Linguistics and Language,91,1.367,0.602,33,Social Sciences,Social Sciences
2018,0271-5309,62,1,3205,Experimental and Cognitive Psychology,48,1.367,0.602,32,Psychology,Social Sciences
2018,0271-5309,62,1,3315,Communication,82,1.367,0.602,33,Social Sciences,Social Sciences
2018,0271-5309,62,1,3207,Social Psychology,66,1.367,0.602,32,Psychology,Social Sciences
2018,0272-6386,643,11,2727,Nephrology,90,2.362,2.773,27,Medicine,Health Sciences
2018,0273-1177,528,16,1908,Geophysics,72,1.307,0.657,19,Earth and Planetary Sciences,Physical Sciences
2018,0273-1177,528,16,1912,Space and Planetary Science,59,1.307,0.657,19,Earth and Planetary Sciences,Physical Sciences
2018,0273-1177,528,16,1902,Atmospheric Science,56,1.307,0.657,19,Earth and Planetary Sciences,Physical Sciences
2018,0273-1177,528,16,2202,Aerospace Engineering,80,1.307,0.657,22,Engineering,Physical Sciences
2018,0273-1177,528,16,1900,General Earth and Planetary Sciences,81,1.307,0.657,19,Earth and Planetary Sciences,Physical Sciences
2018,0273-1177,528,16,3103,Astronomy and Astrophysics,62,1.307,0.657,31,Physics and Astronomy,Physical Sciences
2018,0277-5387,660,4,2505,Materials Chemistry,75,0.663,0.451,25,Materials Science,Physical Sciences
2018,0277-5387,660,4,1604,Inorganic Chemistry,61,0.663,0.451,16,Chemistry,Physical Sciences
2018,0277-5387,660,4,1606,Physical and Theoretical Chemistry,60,0.663,0.451,16,Chemistry,Physical Sciences
2018,0277-5395,113,11,3304,Education,60,1.047,0.432,33,Social Sciences,Social Sciences
2018,0277-5395,113,11,3312,Sociology and Political Science,69,1.047,0.432,33,Social Sciences,Social Sciences
2018,0277-5395,113,11,3303,Development,58,1.047,0.432,33,Social Sciences,Social Sciences
2018,0278-5846,283,8,2803,Biological Psychiatry,75,1.23,1.714,28,Neuroscience,Life Sciences
2018,0278-5846,283,8,3004,Pharmacology,86,1.23,1.714,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2018,0278-6915,648,38,3005,Toxicology,90,1.353,0.902,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2018,0278-6915,648,38,1106,Food Science,91,1.353,0.902,11,Agricultural and Biological Sciences,Life Sciences
2018,0300-2896,258,0,2740,Pulmonary and Respiratory Medicine,31,0.416,0.287,27,Medicine,Health Sciences
2018,0301-0104,344,9,1606,Physical and Theoretical Chemistry,44,0.633,0.462,16,Chemistry,Physical Sciences
2018,0301-0104,344,9,3100,General Physics and Astronomy,60,0.633,0.462,31,Physics and Astronomy,Physical Sciences
2018,0301-4797,1200,32,2308,"Management, Monitoring, Policy and Law",95,1.839,1.321,23,Environmental Science,Physical Sciences
2018,0301-4797,1200,32,2311,Waste Management and Disposal,86,1.839,1.321,23,Environmental Science,Physical Sciences
2018,0301-4797,1200,32,2305,Environmental Engineering,90,1.839,1.321,23,Environmental Science,Physical Sciences
2018,0303-8467,386,7,2746,Surgery,69,0.839,0.619,27,Medicine,Health Sciences
2018,0303-8467,386,7,2728,Neurology (clinical),44,0.839,0.619,27,Medicine,Health Sciences
2018,0304-386X,254,6,2506,Metals and Alloys,89,1.87,1.002,25,Materials Science,Physical Sciences
2018,0304-386X,254,6,2209,Industrial and Manufacturing Engineering,88,1.87,1.002,22,Engineering,Physical Sciences
2018,0304-386X,254,6,2505,Materials Chemistry,90,1.87,1.002,25,Materials Science,Physical Sciences
2018,0304-3894,900,13,2305,Environmental Engineering,98,2.159,2.01,23,Environmental Science,Physical Sciences
2018,0304-3894,900,13,2307,"Health, Toxicology and Mutagenesis",96,2.159,2.01,23,Environmental Science,Physical Sciences
2018,0304-3894,900,13,2304,Environmental Chemistry,95,2.159,2.01,23,Environmental Science,Physical Sciences
2018,0304-3894,900,13,2311,Waste Management and Disposal,97,2.159,2.01,23,Environmental Science,Physical Sciences
2018,0304-3894,900,13,2310,Pollution,96,2.159,2.01,23,Environmental Science,Physical Sciences
2018,0304-3940,701,22,2800,General Neuroscience,45,0.719,0.854,28,Neuroscience,Life Sciences
2018,0304-3975,372,8,1700,General Computer Science,64,1.104,0.57,17,Computer Science,Physical Sciences
2018,0304-3975,372,8,2614,Theoretical Computer Science,47,1.104,0.57,26,Mathematics,Physical Sciences
2018,0304-4238,651,12,1108,Horticulture,88,1.626,0.838,11,Agricultural and Biological Sciences,Life Sciences
2018,0305-7488,108,3,3302,Archeology,82,2.968,0.495,33,Social Sciences,Social Sciences
2018,0305-7488,108,3,1202,History,95,2.968,0.495,12,Arts and Humanities,Social Sciences
2018,0305-7488,108,3,3305,"Geography, Planning and Development",60,2.968,0.495,33,Social Sciences,Social Sciences
2018,0306-2619,1821,137,2210,Mechanical Engineering,98,2.865,3.607,22,Engineering,Physical Sciences
2018,0306-2619,1821,137,2215,Building and Construction,99,2.865,3.607,22,Engineering,Physical Sciences
2018,0306-2619,1821,137,2100,General Energy,97,2.865,3.607,21,Energy,Physical Sciences
