issued_year,issn,articles,oa,scopus_asjc_code_sub_subject_area,scopus_sub_subject_area,percentile,snip,sjr,top_level_code,description,subject_area
2016,2352-4855,141,6,1103,Animal Science and Zoology,67,0.893,0.487,11,Agricultural and Biological Sciences,Life Sciences
2016,2352-4855,141,6,1104,Aquatic Science,47,0.893,0.487,11,Agricultural and Biological Sciences,Life Sciences
2016,2352-4855,141,6,2303,Ecology,55,0.893,0.487,23,Environmental Science,Physical Sciences
2016,1042-4431,72,4,2002,Economics and Econometrics,83,1.771,1.185,20,"Economics, Econometrics and Finance",Social Sciences
2016,1042-4431,72,4,2003,Finance,87,1.771,1.185,20,"Economics, Econometrics and Finance",Social Sciences
2016,1933-2874,290,16,2705,Cardiology and Cardiovascular Medicine,82,1.033,1.462,27,Medicine,Health Sciences
2016,1933-2874,290,16,2724,Internal Medicine,83,1.033,1.462,27,Medicine,Health Sciences
2016,1933-2874,290,16,2916,Nutrition and Dietetics,79,1.033,1.462,29,Nursing,Health Sciences
2016,1933-2874,290,16,2712,"Endocrinology, Diabetes and Metabolism",79,1.033,1.462,27,Medicine,Health Sciences
2016,1078-5884,490,6,2746,Surgery,93,2.29,1.634,27,Medicine,Health Sciences
2016,1078-5884,490,6,2705,Cardiology and Cardiovascular Medicine,80,2.29,1.634,27,Medicine,Health Sciences
2016,1877-0657,407,4,2742,Rehabilitation,96,1.815,1.185,27,Medicine,Health Sciences
2016,1877-0657,407,4,2732,Orthopedics and Sports Medicine,89,1.815,1.185,27,Medicine,Health Sciences
2016,1878-5409,114,4,2705,Cardiology and Cardiovascular Medicine,13,0.229,0.163,27,Medicine,Health Sciences
2016,0268-960X,48,2,2720,Hematology,94,1.831,2.049,27,Medicine,Health Sciences
2016,0268-960X,48,2,2730,Oncology,91,1.831,2.049,27,Medicine,Health Sciences
2016,1631-0683,93,20,1911,Paleontology,86,1.015,0.794,19,Earth and Planetary Sciences,Physical Sciences
2016,0001-706X,320,19,2725,Infectious Diseases,70,1.13,0.991,27,Medicine,Health Sciences
2016,0001-706X,320,19,3401,Veterinary (miscellaneous),90,1.13,0.991,34,Veterinary,Health Sciences
2016,0001-706X,320,19,1109,Insect Science,89,1.13,0.991,11,Agricultural and Biological Sciences,Life Sciences
2016,0001-706X,320,19,2405,Parasitology,75,1.13,0.991,24,Immunology and Microbiology,Life Sciences
2016,0006-3223,429,27,2803,Biological Psychiatry,96,2.888,6.059,28,Neuroscience,Life Sciences
2016,0010-4485,110,2,2209,Industrial and Manufacturing Engineering,85,1.978,1.052,22,Engineering,Physical Sciences
2016,0010-4485,110,2,1706,Computer Science Applications,79,1.978,1.052,17,Computer Science,Physical Sciences
2016,0010-4485,110,2,1704,Computer Graphics and Computer-Aided Design,81,1.978,1.052,17,Computer Science,Physical Sciences
2016,0011-2240,276,11,1300,"General Biochemistry,Genetics and Molecular Biology",64,1.073,0.696,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0011-2240,276,11,1100,General Agricultural and Biological Sciences,86,1.073,0.696,11,Agricultural and Biological Sciences,Life Sciences
2016,0011-8532,74,0,3500,General Dentistry,84,1.357,0.658,35,Dentistry,Health Sciences
2016,0014-2565,116,0,2700,General Medicine,72,0.649,0.283,27,Medicine,Health Sciences
2016,0022-4898,34,0,2210,Mechanical Engineering,77,2.197,0.729,22,Engineering,Physical Sciences
2016,0045-2068,117,1,3002,Drug Discovery,63,1.558,0.819,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2016,0045-2068,117,1,1312,Molecular Biology,48,1.558,0.819,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0045-2068,117,1,1605,Organic Chemistry,66,1.558,0.819,16,Chemistry,Physical Sciences
2016,0045-2068,117,1,1303,Biochemistry,54,1.558,0.819,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0048-7333,160,26,1405,Management of Technology and Innovation,96,3.892,3.246,14,"Business, Management and Accounting",Social Sciences
2016,0048-7333,160,26,1408,Strategy and Management,97,3.892,3.246,14,"Business, Management and Accounting",Social Sciences
2016,0048-7333,160,26,1803,Management Science and Operations Research,97,3.892,3.246,18,Decision Sciences,Social Sciences
2016,0143-7496,194,3,2502,Biomaterials,64,1.579,0.894,25,Materials Science,Physical Sciences
2016,0143-7496,194,3,1500,General Chemical Engineering,78,1.579,0.894,15,Chemical Engineering,Physical Sciences
2016,0143-7496,194,3,2507,Polymers and Plastics,83,1.579,0.894,25,Materials Science,Physical Sciences
2016,0146-0005,102,3,2729,Obstetrics and Gynecology,85,1.448,1.16,27,Medicine,Health Sciences
2016,0146-0005,102,3,2735,"Pediatrics, Perinatology and Child Health",90,1.448,1.16,27,Medicine,Health Sciences
2016,0166-3542,219,19,3004,Pharmacology,86,1.108,1.596,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2016,0166-3542,219,19,2406,Virology,81,1.108,1.596,24,Immunology and Microbiology,Life Sciences
2016,0167-2789,157,2,3104,Condensed Matter Physics,68,1.115,0.929,31,Physics and Astronomy,Physical Sciences
2016,0167-2789,157,2,2610,Mathematical Physics,91,1.115,0.929,26,Mathematics,Physical Sciences
2016,0167-2789,157,2,2604,Applied Mathematics,85,1.115,0.929,26,Mathematics,Physical Sciences
2016,0167-2789,157,2,3109,Statistical and Nonlinear Physics,76,1.115,0.929,31,Physics and Astronomy,Physical Sciences
2016,0167-6636,181,5,2500,General Materials Science,77,1.668,1.153,25,Materials Science,Physical Sciences
2016,0167-6636,181,5,3105,Instrumentation,90,1.668,1.153,31,Physics and Astronomy,Physical Sciences
2016,0167-6636,181,5,2211,Mechanics of Materials,81,1.668,1.153,22,Engineering,Physical Sciences
2016,0169-2070,108,3,1403,Business and International Management,91,2.772,1.753,14,"Business, Management and Accounting",Social Sciences
2016,0268-4012,135,3,1802,Information Systems and Management,98,3.773,2.881,18,Decision Sciences,Social Sciences
2016,0268-4012,135,3,1404,Management Information Systems,99,3.773,2.881,14,"Business, Management and Accounting",Social Sciences
2016,0268-4012,135,3,1406,Marketing,98,3.773,2.881,14,"Business, Management and Accounting",Social Sciences
2016,0268-4012,135,3,1710,Information Systems,98,3.773,2.881,17,Computer Science,Physical Sciences
2016,0268-4012,135,3,1702,Artificial Intelligence,96,3.773,2.881,17,Computer Science,Physical Sciences
2016,0268-4012,135,3,3309,Library and Information Sciences,99,3.773,2.881,33,Social Sciences,Social Sciences
2016,0268-4012,135,3,1705,Computer Networks and Communications,97,3.773,2.881,17,Computer Science,Physical Sciences
2016,0304-3991,172,16,3105,Instrumentation,85,1.067,1.489,31,Physics and Astronomy,Physical Sciences
2016,0304-3991,172,16,2504,"Electronic, Optical and Magnetic Materials",75,1.067,1.489,25,Materials Science,Physical Sciences
2016,0304-3991,172,16,3107,"Atomic and Molecular Physics, and Optics",72,1.067,1.489,31,Physics and Astronomy,Physical Sciences
2016,0346-251X,143,1,3310,Linguistics and Language,95,1.987,1.474,33,Social Sciences,Social Sciences
2016,0346-251X,143,1,1203,Language and Linguistics,95,1.987,1.474,12,Arts and Humanities,Social Sciences
2016,0346-251X,143,1,3304,Education,88,1.987,1.474,33,Social Sciences,Social Sciences
2016,0385-8146,131,0,2746,Surgery,64,1.197,0.732,27,Medicine,Health Sciences
2016,0385-8146,131,0,2733,Otorhinolaryngology,61,1.197,0.732,27,Medicine,Health Sciences
2016,0387-7604,191,0,2806,Developmental Neuroscience,34,0.902,0.691,28,Neuroscience,Life Sciences
2016,0387-7604,191,0,2728,Neurology (clinical),51,0.902,0.691,27,Medicine,Health Sciences
2016,0387-7604,191,0,2735,"Pediatrics, Perinatology and Child Health",71,0.902,0.691,27,Medicine,Health Sciences
2016,0730-725X,192,3,2204,Biomedical Engineering,58,0.896,0.792,22,Engineering,Physical Sciences
2016,0730-725X,192,3,2741,"Radiology, Nuclear Medicine and Imaging",70,0.896,0.792,27,Medicine,Health Sciences
2016,0730-725X,192,3,1304,Biophysics,56,0.896,0.792,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0733-8635,86,0,2708,Dermatology,87,1.512,1.397,27,Medicine,Health Sciences
2016,0743-7315,88,2,1702,Artificial Intelligence,66,1.433,0.525,17,Computer Science,Physical Sciences
2016,0743-7315,88,2,2614,Theoretical Computer Science,79,1.433,0.525,26,Mathematics,Physical Sciences
2016,0743-7315,88,2,1705,Computer Networks and Communications,78,1.433,0.525,17,Computer Science,Physical Sciences
2016,0743-7315,88,2,1708,Hardware and Architecture,75,1.433,0.525,17,Computer Science,Physical Sciences
2016,0743-7315,88,2,1712,Software,69,1.433,0.525,17,Computer Science,Physical Sciences
2016,0891-5849,414,26,1303,Biochemistry,91,1.566,1.841,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0891-5849,414,26,2737,Physiology (medical),89,1.566,1.841,27,Medicine,Health Sciences
2016,0923-2508,94,5,1312,Molecular Biology,63,0.973,1.074,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0923-2508,94,5,2404,Microbiology,73,0.973,1.074,24,Immunology and Microbiology,Life Sciences
2016,0929-693X,375,0,2735,"Pediatrics, Perinatology and Child Health",32,0.362,0.21,27,Medicine,Health Sciences
2016,0951-8320,238,1,2213,"Safety, Risk, Reliability and Quality",98,2.654,1.925,22,Engineering,Physical Sciences
2016,0951-8320,238,1,2209,Industrial and Manufacturing Engineering,95,2.654,1.925,22,Engineering,Physical Sciences
2016,0959-437X,133,17,1311,Genetics,91,1.244,3.809,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0959-437X,133,17,1309,Developmental Biology,91,1.244,3.809,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0960-0779,358,1,2604,Applied Mathematics,95,1.38,1.036,26,Mathematics,Physical Sciences
2016,0960-0779,358,1,2600,General Mathematics,97,1.38,1.036,26,Mathematics,Physical Sciences
2016,0960-0779,358,1,3100,General Physics and Astronomy,88,1.38,1.036,31,Physics and Astronomy,Physical Sciences
2016,0960-0779,358,1,3109,Statistical and Nonlinear Physics,92,1.38,1.036,31,Physics and Astronomy,Physical Sciences
2016,1053-4296,45,0,2741,"Radiology, Nuclear Medicine and Imaging",86,1.087,1.202,27,Medicine,Health Sciences
2016,1053-4296,45,0,1306,Cancer Research,59,1.087,1.202,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1053-4296,45,0,2730,Oncology,73,1.087,1.202,27,Medicine,Health Sciences
2016,1094-6950,133,2,2741,"Radiology, Nuclear Medicine and Imaging",71,1.055,0.74,27,Medicine,Health Sciences
2016,1094-6950,133,2,2732,Orthopedics and Sports Medicine,80,1.055,0.74,27,Medicine,Health Sciences
2016,1094-6950,133,2,2712,"Endocrinology, Diabetes and Metabolism",53,1.055,0.74,27,Medicine,Health Sciences
2016,1474-0346,57,0,1710,Information Systems,86,2.089,0.946,17,Computer Science,Physical Sciences
2016,1474-0346,57,0,1702,Artificial Intelligence,84,2.089,0.946,17,Computer Science,Physical Sciences
2016,1871-5192,105,3,2913,Maternity and Midwifery,90,1.383,0.871,29,Nursing,Health Sciences
2016,1871-5192,105,3,2729,Obstetrics and Gynecology,69,1.383,0.871,27,Medicine,Health Sciences
2016,1876-1399,92,1,2611,Modeling and Simulation,71,1.336,1.184,26,Mathematics,Physical Sciences
2016,1876-1399,92,1,3304,Education,89,1.336,1.184,33,Social Sciences,Social Sciences
2016,1876-1399,92,1,2901,Nursing (miscellaneous),92,1.336,1.184,29,Nursing,Health Sciences
2016,1877-959X,197,9,1109,Insect Science,95,1.168,1.182,11,Agricultural and Biological Sciences,Life Sciences
2016,1877-959X,197,9,2404,Microbiology,67,1.168,1.182,24,Immunology and Microbiology,Life Sciences
2016,1877-959X,197,9,2725,Infectious Diseases,75,1.168,1.182,27,Medicine,Health Sciences
2016,1877-959X,197,9,2405,Parasitology,84,1.168,1.182,24,Immunology and Microbiology,Life Sciences
2016,2214-8604,63,1,2500,General Materials Science,89,2.57,2.196,25,Materials Science,Physical Sciences
2016,2214-8604,63,1,2209,Industrial and Manufacturing Engineering,95,2.57,2.196,22,Engineering,Physical Sciences
2016,2214-8604,63,1,2201,Engineering (miscellaneous),95,2.57,2.196,22,Engineering,Physical Sciences
2016,2214-8604,63,1,2204,Biomedical Engineering,90,2.57,2.196,22,Engineering,Physical Sciences
2016,2405-8297,64,0,2500,General Materials Science,96,2.175,5.044,25,Materials Science,Physical Sciences
2016,2405-8297,64,0,2105,"Renewable Energy, Sustainability and the Environment",95,2.175,5.044,21,Energy,Physical Sciences
2016,2405-8297,64,0,2102,Energy Engineering and Power Technology,98,2.175,5.044,21,Energy,Physical Sciences
2016,0020-7489,240,18,2900,General Nursing,96,2.271,1.409,29,Nursing,Health Sciences
2016,0026-0495,190,12,1310,Endocrinology,94,1.763,2.129,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0026-0495,190,12,2712,"Endocrinology, Diabetes and Metabolism",94,1.763,2.129,27,Medicine,Health Sciences
2016,0167-8442,149,3,2500,General Materials Science,70,1.598,0.941,25,Materials Science,Physical Sciences
2016,0167-8442,149,3,2210,Mechanical Engineering,78,1.598,0.941,22,Engineering,Physical Sciences
2016,0167-8442,149,3,2604,Applied Mathematics,88,1.598,0.941,26,Mathematics,Physical Sciences
2016,0167-8442,149,3,3104,Condensed Matter Physics,72,1.598,0.941,31,Physics and Astronomy,Physical Sciences
2016,0167-9457,138,3,2732,Orthopedics and Sports Medicine,68,1.172,0.787,27,Medicine,Health Sciences
2016,0167-9457,138,3,1304,Biophysics,46,1.172,0.787,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0167-9457,138,3,3205,Experimental and Cognitive Psychology,55,1.172,0.787,32,Psychology,Social Sciences
2016,0196-8858,60,0,2604,Applied Mathematics,44,1.455,0.937,26,Mathematics,Physical Sciences
2016,0304-3770,73,1,1104,Aquatic Science,73,1.022,0.738,11,Agricultural and Biological Sciences,Life Sciences
2016,0304-3770,73,1,1110,Plant Science,80,1.022,0.738,11,Agricultural and Biological Sciences,Life Sciences
2016,1367-0484,94,1,3610,Optometry,83,1.224,0.915,36,Health Professions,Health Sciences
2016,1367-0484,94,1,2731,Ophthalmology,74,1.224,0.915,27,Medicine,Health Sciences
2016,1476-9271,136,3,2605,Computational Mathematics,69,0.691,0.453,26,Mathematics,Physical Sciences
2016,1476-9271,136,3,1315,Structural Biology,26,0.691,0.453,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1476-9271,136,3,1605,Organic Chemistry,42,0.691,0.453,16,Chemistry,Physical Sciences
2016,1476-9271,136,3,1303,Biochemistry,30,0.691,0.453,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1570-9639,179,2,1303,Biochemistry,65,0.858,1.037,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1570-9639,179,2,1312,Molecular Biology,58,0.858,1.037,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1570-9639,179,2,1304,Biophysics,77,0.858,1.037,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1570-9639,179,2,1602,Analytical Chemistry,74,0.858,1.037,16,Chemistry,Physical Sciences
2016,1865-9217,132,10,2719,Health Policy,37,0.743,0.413,27,Medicine,Health Sciences
2016,1865-9217,132,10,3304,Education,56,0.743,0.413,33,Social Sciences,Social Sciences
2016,1865-9217,132,10,2701,Medicine (miscellaneous),35,0.743,0.413,27,Medicine,Health Sciences
2016,2214-8043,65,1,3300,General Social Sciences,78,0.879,0.695,33,Social Sciences,Social Sciences
2016,2214-8043,65,1,3202,Applied Psychology,44,0.879,0.695,32,Psychology,Social Sciences
2016,2214-8043,65,1,2002,Economics and Econometrics,59,0.879,0.695,20,"Economics, Econometrics and Finance",Social Sciences
2016,1383-5742,55,2,1311,Genetics,92,1.958,1.685,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1383-5742,55,2,2307,"Health, Toxicology and Mutagenesis",91,1.958,1.685,23,Environmental Science,Physical Sciences
2016,0883-2927,161,6,2310,Pollution,71,1.307,0.833,23,Environmental Science,Physical Sciences
2016,0883-2927,161,6,1906,Geochemistry and Petrology,67,1.307,0.833,19,Earth and Planetary Sciences,Physical Sciences
2016,0883-2927,161,6,2304,Environmental Chemistry,62,1.307,0.833,23,Environmental Science,Physical Sciences
2016,2214-2126,35,0,1705,Computer Networks and Communications,75,1.66,0.503,17,Computer Science,Physical Sciences
2016,2214-2126,35,0,2213,"Safety, Risk, Reliability and Quality",79,1.66,0.503,22,Engineering,Physical Sciences
2016,2214-2126,35,0,1712,Software,66,1.66,0.503,17,Computer Science,Physical Sciences
2016,0012-1606,344,48,1312,Molecular Biology,66,0.92,1.813,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0012-1606,344,48,1309,Developmental Biology,75,0.92,1.813,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0012-1606,344,48,1307,Cell Biology,64,0.92,1.813,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1631-0705,98,60,3100,General Physics and Astronomy,50,0.882,1.607,31,Physics and Astronomy,Physical Sciences
2016,0022-1031,90,2,3312,Sociology and Political Science,96,2.203,2.488,33,Social Sciences,Social Sciences
2016,0022-1031,90,2,3207,Social Psychology,92,2.203,2.488,32,Psychology,Social Sciences
2016,0167-2738,322,6,2500,General Materials Science,76,0.934,0.84,25,Materials Science,Physical Sciences
2016,0167-2738,322,6,1600,General Chemistry,78,0.934,0.84,16,Chemistry,Physical Sciences
2016,0167-2738,322,6,3104,Condensed Matter Physics,79,0.934,0.84,31,Physics and Astronomy,Physical Sciences
2016,0167-739X,260,1,1708,Hardware and Architecture,96,2.687,1.216,17,Computer Science,Physical Sciences
2016,0167-739X,260,1,1705,Computer Networks and Communications,94,2.687,1.216,17,Computer Science,Physical Sciences
2016,0167-739X,260,1,1712,Software,92,2.687,1.216,17,Computer Science,Physical Sciences
2016,0169-7722,86,3,2312,Water Science and Technology,79,1.367,0.876,23,Environmental Science,Physical Sciences
2016,0169-7722,86,3,2304,Environmental Chemistry,60,1.367,0.876,23,Environmental Science,Physical Sciences
2016,0191-2615,197,3,2205,Civil and Structural Engineering,97,2.83,2.895,22,Engineering,Physical Sciences
2016,0191-2615,197,3,3313,Transportation,93,2.83,2.895,33,Social Sciences,Social Sciences
2016,0210-5691,127,1,2706,Critical Care and Intensive Care Medicine,52,0.673,0.356,27,Medicine,Health Sciences
2016,0739-8859,86,0,3313,Transportation,63,1.153,0.852,33,Social Sciences,Social Sciences
2016,0739-8859,86,0,2001,"Economics, Econometrics and Finance (miscellaneous)",88,1.153,0.852,20,"Economics, Econometrics and Finance",Social Sciences
2016,0884-2175,115,3,2913,Maternity and Midwifery,78,0.9,0.509,29,Nursing,Health Sciences
2016,0884-2175,115,3,2919,Pediatrics,89,0.9,0.509,29,Nursing,Health Sciences
2016,0884-2175,115,3,2906,Critical Care Nursing,77,0.9,0.509,29,Nursing,Health Sciences
2016,0920-3796,643,4,2104,Nuclear Energy and Engineering,66,1.049,0.558,21,Energy,Physical Sciences
2016,0920-3796,643,4,2500,General Materials Science,52,1.049,0.558,25,Materials Science,Physical Sciences
2016,0920-3796,643,4,2210,Mechanical Engineering,61,1.049,0.558,22,Engineering,Physical Sciences
2016,0920-3796,643,4,2205,Civil and Structural Engineering,60,1.049,0.558,22,Engineering,Physical Sciences
2016,0924-7963,137,7,1910,Oceanography,87,1.208,1.032,19,Earth and Planetary Sciences,Physical Sciences
2016,0924-7963,137,7,1105,"Ecology, Evolution, Behavior and Systematics",87,1.208,1.032,11,Agricultural and Biological Sciences,Life Sciences
2016,0924-7963,137,7,1104,Aquatic Science,92,1.208,1.032,11,Agricultural and Biological Sciences,Life Sciences
2016,0965-8564,206,7,2205,Civil and Structural Engineering,93,2.403,2.109,22,Engineering,Physical Sciences
2016,0965-8564,206,7,3313,Transportation,89,2.403,2.109,33,Social Sciences,Social Sciences
2016,0965-8564,206,7,1803,Management Science and Operations Research,92,2.403,2.109,18,Decision Sciences,Social Sciences
2016,0965-9978,127,1,2200,General Engineering,97,2.745,1.24,22,Engineering,Physical Sciences
2016,0965-9978,127,1,1712,Software,91,2.745,1.24,17,Computer Science,Physical Sciences
2016,1364-6826,192,3,1902,Atmospheric Science,43,0.925,0.573,19,Earth and Planetary Sciences,Physical Sciences
2016,1364-6826,192,3,1908,Geophysics,59,0.925,0.573,19,Earth and Planetary Sciences,Physical Sciences
2016,1364-6826,192,3,1912,Space and Planetary Science,47,0.925,0.573,19,Earth and Planetary Sciences,Physical Sciences
2016,1471-5953,156,3,2900,General Nursing,80,1.274,0.836,29,Nursing,Health Sciences
2016,1471-5953,156,3,3304,Education,79,1.274,0.836,33,Social Sciences,Social Sciences
2016,1572-6657,613,3,1500,General Chemical Engineering,83,0.872,0.758,15,Chemical Engineering,Physical Sciences
2016,1572-6657,613,3,1602,Analytical Chemistry,77,0.872,0.758,16,Chemistry,Physical Sciences
2016,1572-6657,613,3,1603,Electrochemistry,68,0.872,0.758,16,Chemistry,Physical Sciences
2016,1743-9671,78,0,2102,Energy Engineering and Power Technology,86,1.774,1.262,21,Energy,Physical Sciences
2016,1743-9671,78,0,2207,Control and Systems Engineering,84,1.774,1.262,22,Engineering,Physical Sciences
2016,1743-9671,78,0,2103,Fuel Technology,83,1.774,1.262,21,Energy,Physical Sciences
2016,1743-9671,78,0,2105,"Renewable Energy, Sustainability and the Environment",77,1.774,1.262,21,Energy,Physical Sciences
2016,1743-9671,78,0,2208,Electrical and Electronic Engineering,85,1.774,1.262,22,Engineering,Physical Sciences
2016,1743-9671,78,0,3104,Condensed Matter Physics,88,1.774,1.262,31,Physics and Astronomy,Physical Sciences
2016,1751-1577,105,6,3309,Library and Information Sciences,97,2.146,2.079,33,Social Sciences,Social Sciences
2016,1751-1577,105,6,1706,Computer Science Applications,90,2.146,2.079,17,Computer Science,Physical Sciences
2016,1878-6146,131,5,1311,Genetics,66,1.341,0.942,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,1878-6146,131,5,1105,"Ecology, Evolution, Behavior and Systematics",87,1.341,0.942,11,Agricultural and Biological Sciences,Life Sciences
2016,1878-6146,131,5,2725,Infectious Diseases,78,1.341,0.942,27,Medicine,Health Sciences
2016,1878-7886,112,0,2746,Surgery,40,0.427,0.464,27,Medicine,Health Sciences
2016,2211-6753,60,2,2308,"Management, Monitoring, Policy and Law",55,1.062,0.963,23,Environmental Science,Physical Sciences
2016,2211-6753,60,2,2613,Statistics and Probability,73,1.062,0.963,26,Mathematics,Physical Sciences
2016,2211-6753,60,2,1903,Computers in Earth Sciences,46,1.062,0.963,19,Earth and Planetary Sciences,Physical Sciences
2016,0098-8472,181,0,1102,Agronomy and Crop Science,92,1.494,1.213,11,Agricultural and Biological Sciences,Life Sciences
2016,0098-8472,181,0,1105,"Ecology, Evolution, Behavior and Systematics",90,1.494,1.213,11,Agricultural and Biological Sciences,Life Sciences
2016,0098-8472,181,0,1110,Plant Science,92,1.494,1.213,11,Agricultural and Biological Sciences,Life Sciences
2016,0165-2370,269,3,1602,Analytical Chemistry,84,1.293,1.151,16,Chemistry,Physical Sciences
2016,0165-2370,269,3,2103,Fuel Technology,84,1.293,1.151,21,Energy,Physical Sciences
2016,0167-2681,237,16,1407,Organizational Behavior and Human Resource Management,62,1.399,1.482,14,"Business, Management and Accounting",Social Sciences
2016,0167-2681,237,16,2002,Economics and Econometrics,70,1.399,1.482,20,"Economics, Econometrics and Finance",Social Sciences
2016,0278-5846,179,6,2803,Biological Psychiatry,75,1.23,1.714,28,Neuroscience,Life Sciences
2016,0278-5846,179,6,3004,Pharmacology,86,1.23,1.714,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2016,0376-6357,179,5,2802,Behavioral Neuroscience,41,0.812,0.721,28,Neuroscience,Life Sciences
2016,0376-6357,179,5,1103,Animal Science and Zoology,80,0.812,0.721,11,Agricultural and Biological Sciences,Life Sciences
2016,0378-4320,277,1,1310,Endocrinology,31,1.028,0.66,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0378-4320,277,1,1103,Animal Science and Zoology,78,1.028,0.66,11,Agricultural and Biological Sciences,Life Sciences
2016,0378-4320,277,1,3403,Food Animals,62,1.028,0.66,34,Veterinary,Health Sciences
2016,0741-8329,92,3,2808,Neurology,49,0.707,0.729,28,Neuroscience,Life Sciences
2016,0741-8329,92,3,3306,Health (social science),85,0.707,0.729,33,Social Sciences,Social Sciences
2016,0741-8329,92,3,2802,Behavioral Neuroscience,52,0.707,0.729,28,Neuroscience,Life Sciences
2016,0741-8329,92,3,1303,Biochemistry,42,0.707,0.729,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0741-8329,92,3,3005,Toxicology,44,0.707,0.729,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
2016,0962-6298,67,3,3312,Sociology and Political Science,90,1.948,1.675,33,Social Sciences,Social Sciences
2016,0962-6298,67,3,3305,"Geography, Planning and Development",86,1.948,1.675,33,Social Sciences,Social Sciences
2016,0962-6298,67,3,1202,History,99,1.948,1.675,12,Arts and Humanities,Social Sciences
2016,0987-7053,259,0,2737,Physiology (medical),62,1.245,0.993,27,Medicine,Health Sciences
2016,0987-7053,259,0,2808,Neurology,61,1.245,0.993,28,Neuroscience,Life Sciences
2016,0987-7053,259,0,2728,Neurology (clinical),69,1.245,0.993,27,Medicine,Health Sciences
2016,1040-6190,139,4,1403,Business and International Management,70,0.825,0.616,14,"Business, Management and Accounting",Social Sciences
2016,1040-6190,139,4,2101,Energy (miscellaneous),54,0.825,0.616,21,Energy,Physical Sciences
2016,1040-6190,139,4,1405,Management of Technology and Innovation,64,0.825,0.616,14,"Business, Management and Accounting",Social Sciences
2016,1959-0318,40,0,2204,Biomedical Engineering,36,0.541,0.286,22,Engineering,Physical Sciences
2016,1959-0318,40,0,1304,Biophysics,32,0.541,0.286,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,2405-8300,30,0,1600,General Chemistry,37,NA,NA,16,Chemistry,Physical Sciences
2016,0165-2427,155,9,2403,Immunology,29,0.844,0.741,24,Immunology and Microbiology,Life Sciences
2016,0165-2427,155,9,3400,General Veterinary,89,0.844,0.741,34,Veterinary,Health Sciences
2016,2058-5349,74,0,2703,Anesthesiology and Pain Medicine,43,1.089,0.474,27,Medicine,Health Sciences
2016,0005-7967,121,6,2738,Psychiatry and Mental Health,92,2.086,2.326,27,Medicine,Health Sciences
2016,0005-7967,121,6,3203,Clinical Psychology,96,2.086,2.326,32,Psychology,Social Sciences
2016,0005-7967,121,6,3205,Experimental and Cognitive Psychology,95,2.086,2.326,32,Psychology,Social Sciences
2016,0022-1910,104,4,1314,Physiology,60,0.985,1.13,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
2016,0022-1910,104,4,1109,Insect Science,91,0.985,1.13,11,Agricultural and Biological Sciences,Life Sciences
2016,0045-7949,173,2,2611,Modeling and Simulation,94,1.968,1.528,26,Mathematics,Physical Sciences
2016,0045-7949,173,2,1706,Computer Science Applications,87,1.968,1.528,17,Computer Science,Physical Sciences
2016,0045-7949,173,2,2500,General Materials Science,85,1.968,1.528,25,Materials Science,Physical Sciences
2016,0045-7949,173,2,2210,Mechanical Engineering,92,1.968,1.528,22,Engineering,Physical Sciences
2016,0045-7949,173,2,2205,Civil and Structural Engineering,94,1.968,1.528,22,Engineering,Physical Sciences
2016,0141-1136,141,4,1104,Aquatic Science,92,0.97,0.984,11,Agricultural and Biological Sciences,Life Sciences
2016,0141-1136,141,4,1910,Oceanography,88,0.97,0.984,19,Earth and Planetary Sciences,Physical Sciences
2016,0141-1136,141,4,2310,Pollution,80,0.97,0.984,23,Environmental Science,Physical Sciences
